Además, O
se O
evaluó O
el O
impacto O
de O
los O
brazos O
de O
tratamiento O
en O
los O
principales O
parámetros O
metabólicos O
e O
inflamatorios, O
incluyendo O
la O
proteína O
C O
reactiva O
( O
CRP O
) O
, O
la O
interleucina O
( O
IL O
) O
-6 O
, O
el O
factor O
de O
necrosis O
tumoral O
( O
TNF O
) O
-α O
, O
la O
leptina O
, O
las O
especies O
reactivas O
del O
oxígeno O
( O
ROS O
) O
y O
la O
glutatión O
peroxidasa O
. O

Docetaxel B-Claim
ha I-Claim
mostrado I-Claim
actividad I-Claim
en I-Claim
pacientes I-Claim
de I-Claim
edad I-Claim
avanzada I-Claim
con I-Claim
cáncer I-Claim
de I-Claim
pulmón I-Claim
no I-Claim
microcítico I-Claim
( I-Claim
NSCLC I-Claim
) I-Claim
avanzado. I-Claim

El O
primer O
grupo O
recibió O
bevacizumab O
intrapleural O
( O
300 O
mg O
) O
con O
terapia O
de O
cisplatino O
( O
30 O
mg O
) O
y O
el O
segundo O
grupo O
recibió O
terapia O
de O
cisplatino O
intrapleural O
( O
30 O
mg O
) O
sola O
. O

Después B-Claim
de I-Claim
1 I-Claim
mes I-Claim
de I-Claim
r-HuEPO I-Claim
, I-Claim
también I-Claim
hay I-Claim
una I-Claim
reducción I-Claim
en I-Claim
la I-Claim
necesidad I-Claim
de I-Claim
transfusión I-Claim
. I-Claim

La B-Premise
mediana I-Premise
de I-Premise
la I-Premise
estancia I-Premise
fue I-Premise
de I-Premise
4 I-Premise
( I-Premise
rango I-Premise
2-35 I-Premise
, I-Premise
rango I-Premise
intercuartil I-Premise
3-5 I-Premise
) I-Premise
días I-Premise
. I-Premise

Hubo B-Premise
una I-Premise
mejora I-Premise
significativa I-Premise
en I-Premise
la I-Premise
calidad I-Premise
de I-Premise
vida I-Premise
general I-Premise
entre I-Premise
los I-Premise
dos I-Premise
brazos I-Premise
de I-Premise
tratamiento I-Premise
a I-Premise
favor I-Premise
del I-Premise
grupo I-Premise
tratado I-Premise
con I-Premise
r-HuEPO I-Premise
. I-Premise

Así, O
la B-Premise
tasa I-Premise
de I-Premise
eficacia I-Premise
fue I-Premise
significativamente I-Premise
mayor I-Premise
en I-Premise
el I-Premise
grupo I-Premise
de I-Premise
tratamiento I-Premise
combinado I-Premise
( I-Premise
85,36 I-Premise
% I-Premise
; I-Premise
p I-Premise
< I-Premise
0,05 I-Premise
frente I-Premise
al I-Premise
grupo I-Premise
de I-Premise
control I-Premise
) I-Premise
. I-Premise

Por O
último, O
las B-Premise
mujeres I-Premise
negras I-Premise
y I-Premise
las I-Premise
blancas I-Premise
fueron I-Premise
similares I-Premise
en I-Premise
cuanto I-Premise
a I-Premise
la I-Premise
forma I-Premise
en I-Premise
que I-Premise
se I-Premise
beneficiaron I-Premise
de I-Premise
la I-Premise
intervención I-Premise
MBAT, I-Premise
aunque I-Premise
las I-Premise
participantes I-Premise
blancas I-Premise
tendían I-Premise
a I-Premise
tener I-Premise
un I-Premise
nivel I-Premise
educativo I-Premise
y I-Premise
un I-Premise
estado I-Premise
civil I-Premise
más I-Premise
altos. I-Premise

Está O
bien O
documentado O
que O
el O
estrés O
se O
asocia O
con O
resultados O
negativos O
para O
la O
salud O
de O
los O
pacientes O
con O
cáncer. O

Los O
síntomas O
psicosociales O
se O
evaluaron O
con O
un O
instrumento O
de O
cribado O
de O
autoinforme, O
y O
las O
mujeres O
con O
problemas O
fueron O
remitidas O
para O
recibir O
asesoramiento O
si O
lo O
necesitaban. O

Estas B-Premise
diferencias I-Premise
no I-Premise
fueron I-Premise
significativas. I-Premise

La B-Claim
combinación I-Claim
de I-Claim
etopósido I-Claim
más I-Claim
cisplatino I-Claim
( I-Claim
EP I-Claim
) I-Claim
se I-Claim
considera I-Claim
la I-Claim
terapia I-Claim
estándar I-Claim
para I-Claim
el I-Claim
cáncer I-Claim
de I-Claim
pulmón I-Claim
de I-Claim
células I-Claim
pequeñas I-Claim
( I-Claim
SCLC I-Claim
) I-Claim
. I-Claim

El O
resultado O
primario O
fue O
la O
depresión, O
evaluada O
por O
la O
escala O
de O
depresión O
del O
Centro O
de O
Estudios O
Epidemiológicos O
(CES-D); O
los O
principales O
resultados O
secundarios O
fueron: O
la O
ansiedad, O
evaluada O
por O
las O
Escalas O
Hospitalarias O
de O
Ansiedad O
y O
Depresión O
(HADS-A); O
la O
calidad O
de O
vida O
general O
y O
la O
fatiga, O
evaluadas O
por O
las O
escalas O
de O
Evaluación O
Funcional O
de O
la O
Terapia O
del O
Cáncer O
General O
y O
de O
Fatiga O
(FACT-G O
y O
FACT-F, O
respectivamente); O
y O
las O
calificaciones O
de O
los O
médicos O
sobre O
la O
calidad O
de O
vida O
mediante O
el O
Índice O
de O
Calidad O
de O
Vida O
de O
Spizter O
(SQLI). O

Determinar O
si O
un B-Claim
programa I-Claim
de I-Claim
educación I-Claim
a I-Claim
medida I-Claim
basado I-Claim
en I-Claim
Internet I-Claim
es I-Claim
eficaz I-Claim
para I-Claim
los I-Claim
supervivientes I-Claim
de I-Claim
cáncer I-Claim
libres I-Claim
de I-Claim
enfermedad I-Claim
con I-Claim
fatiga I-Claim
relacionada I-Claim
con I-Claim
el I-Claim
cáncer I-Claim
( I-Claim
CRF I-Claim
) I-Claim
. I-Claim

No B-Claim
hubo I-Claim
diferencias I-Claim
estadísticamente I-Claim
significativas I-Claim
en I-Claim
el I-Claim
efecto I-Claim
sobre I-Claim
la I-Claim
calidad I-Claim
de I-Claim
vida I-Claim
evaluada I-Claim
mediante I-Claim
el I-Claim
DLQI I-Claim
. I-Claim

